date,S&P_500_SPY,Buy_&_Hold,Sector_Rotation,Position_Trader,Opt_Stop_Global,Opt_Stop_Per_Sector
2015-08-25,9196.3091746575,9813.697841340607,,8861.516659377556,,
2015-08-26,9549.390439160446,10062.841097686722,,9359.317329620137,,
2015-08-27,9785.596107064717,10312.316684890271,,9704.480954414723,,
2015-08-28,9786.085024765398,10385.56680945114,,9648.979055818738,,
2015-08-30,,,8336.90391190892,,,
2015-08-31,9707.023257833005,10329.012272127326,,9489.402722066918,9653.515772042685,8170.919481487948
2015-09-01,9417.290089161881,10114.654191016483,,9279.531644311148,,
2015-09-02,9596.03893977838,10258.275477416355,,9584.800772073293,,
2015-09-03,9602.917041181528,10238.694850617452,,9485.93514588744,,
2015-09-04,9457.560191026625,10150.659011863721,,9414.822536972017,,
2015-09-06,,,8165.8004884705415,,,
2015-09-08,9695.237105761806,10342.026978036823,,9576.12604130178,,
2015-09-09,9565.594825453245,10291.199065323091,,9485.93514588744,,
2015-09-10,9617.649281897642,10301.458203228267,,9603.881540139131,,
2015-09-11,9661.352592616435,10323.191674374188,,9805.081195879287,,
2015-09-13,,,8296.983571973298,,,
2015-09-14,9625.506117447927,10259.41319080973,,9763.45539232403,,
2015-09-15,9745.820315375295,10385.486577805439,,8296.983571973298,,
2015-09-16,9830.28444315106,10476.760841522959,,8296.983571973298,,
2015-09-17,9808.182487093796,10510.896161082923,,8296.983571973298,,
2015-09-18,9647.90376086461,10354.085965311167,,8296.983571973298,,
2015-09-20,,,8132.935702647939,,,
2015-09-21,9697.760783893264,10375.15212728669,,8132.935702647938,,
2015-09-22,9571.886944612195,10215.28087796615,,8124.80276694529,,
2015-09-23,9556.584000330029,10207.429533267948,,7900.970769671014,,
2015-09-24,9522.029921583542,10173.753739754959,,7914.102319706416,,
2015-09-25,9519.563763181577,10168.782154213059,,8018.557251767746,,
2015-09-27,,,8071.580061972669,,,
2015-09-28,9280.646579279228,9913.008591258078,,7942.156002893437,,
2015-09-29,9286.076801241574,9856.82806097491,,8158.228199480959,,
2015-09-30,9459.341505149328,10074.071306652811,,8201.801484041489,9653.515772042685,8170.919481487948
2015-10-01,9484.023760321768,10071.985996433543,,8208.963816506352,,
2015-10-02,9625.690360331457,10191.708518563086,,8864.34364950851,,
2015-10-04,,,8145.130905648309,,,
2015-10-05,9796.980519775248,10390.5212333319,,8930.597957132684,,
2015-10-06,9763.413263887856,10337.066441050525,,8941.34236660471,,
2015-10-07,9843.3791690682,10447.227545047717,,8641.109120456125,,
2015-10-08,9932.230074963496,10519.744362866397,,8431.601788111577,,
2015-10-09,9938.156404592708,10540.744501953066,,8608.28024536762,,
2015-10-11,,,8308.764294136106,,,
2015-10-12,9947.533917991435,10531.451169686972,,8599.32732978654,,
2015-10-13,9884.845501557222,10526.838183214837,,8744.3700268484,,
2015-10-14,9837.455535676307,10483.691821000237,,8656.031253607744,,
2015-10-15,9988.502345322042,10627.3285878907,,8967.605466675514,,
2015-10-16,10033.922260467858,10633.566963244128,,9012.968423577533,,
2015-10-18,,,8466.860768881383,,,
2015-10-19,10038.854577271788,10681.119559517596,,9232.621786397487,,
2015-10-20,10026.023183866228,10594.96139623037,,9144.880481378721,,
2015-10-21,9963.823685132695,10449.620014945385,,8458.3939081125,,
2015-10-22,10132.149781016105,10572.02964560206,,5295.400992525682,,
2015-10-23,10243.214087444554,10652.731699709093,,5295.400992525682,,
2015-10-25,,,8251.380815058284,,,
2015-10-26,10218.03931958834,10632.38153960441,,8429.898729424398,,
2015-10-27,10198.298368677564,10472.998181557678,,8429.898729424398,,
2015-10-28,10314.29858689304,10608.400923665247,,7123.858081203716,,
2015-10-29,10308.37585224692,10517.980117114625,,7157.102607314071,,
2015-10-30,10263.949051180613,10515.79257194848,,7361.320017243841,9653.515772042685,8170.919481487948
2015-11-01,,,8293.928115352976,,,
2015-11-02,10385.38128884998,10822.405575254836,,7717.512921304026,,
2015-11-03,10415.491968493217,10868.06426104899,,7503.797269452455,,
2015-11-04,10383.897459578244,10906.388426120864,,7859.9897205899415,,
2015-11-05,10373.534920811968,10843.090904898309,,7859.9897205899415,,
2015-11-06,10368.102901358076,10875.461487865741,,7432.558416886797,,
2015-11-08,,,8303.07897406299,,,
2015-11-09,10271.35561509847,10738.06657952195,,7432.558416886797,,
2015-11-10,10295.04745242872,10704.868468577386,,7432.558416886797,,
2015-11-11,10254.570639036114,10626.733657850547,,7855.241279013089,,
2015-11-12,10111.421108500463,10497.614973695996,,7855.241279013089,,
2015-11-13,9997.884352449635,10383.167779870966,,7855.241279013089,,
2015-11-15,,,8294.775895088927,,,
2015-11-16,10149.91888370024,10425.011196038628,,7855.241279013089,,
2015-11-17,10142.51681351125,10473.787231079465,,7855.241279013089,,
2015-11-18,10303.439041714126,10585.555417767397,,7855.241279013089,,
2015-11-19,10294.552243507627,10549.776237421513,,8294.775895088927,,
2015-11-20,10332.066790831399,10648.48090880691,,8286.481119193839,,
2015-11-22,,,8648.893499782527,,,
2015-11-23,10320.22401777648,10630.608922207939,,8215.533882471871,,
2015-11-24,10334.041335295364,10666.850643066567,,8208.439299078138,,
2015-11-25,10332.567392227133,10712.567238708629,,8414.182217496347,,
2015-11-27,10344.40657029896,10774.101473461104,,8399.993752101214,,
2015-11-29,,,8628.872051388335,,,
2015-11-30,10301.465395995934,10759.506400358632,,8194.251535075331,9653.515772042685,8170.919481487948
2015-12-01,10399.695612781505,10807.256002565704,,7967.222060906617,,
2015-12-02,10293.566319394306,10773.3181883843,,7910.466796541423,,
2015-12-03,10149.427269762238,10641.144373732102,,7662.157780545479,,
2015-12-04,10347.368836367794,10782.97764152915,,7513.1687237078095,,
2015-12-06,,,8600.549639842424,,,
2015-12-07,10284.678622442034,10693.442029579075,,7420.9398409816295,,
2015-12-08,10215.57316118638,10683.732169743069,,7442.222889770495,,
2015-12-09,10136.09976868981,10536.974188208975,,7243.575256138346,,
2015-12-10,10162.262258150893,10597.101028699522,,7357.088590438049,,
2015-12-11,9965.305716912886,10555.649056970044,,7307.427208074258,,
2015-12-13,,,7779.68820334125,,,
2015-12-14,10015.656151371086,10512.313840965147,,7463.508744128674,,
2015-12-15,10120.799520644961,10600.881533860014,,7378.37304201157,,
2015-12-16,10268.88316547609,10708.540844935374,,7470.601924737751,,
2015-12-17,10112.405235122238,10608.302576181262,,7456.413459342614,,
2015-12-18,9932.253442353602,10523.098173406734,,7477.69650813148,,
2015-12-20,,,8013.237290794683,,,
2015-12-21,10014.18849952327,10593.975532216084,,7655.061794367093,,
2015-12-22,10105.057988425422,10664.172841614318,,8013.237290794683,,
2015-12-23,10230.191261189282,10765.859139612214,,8005.224053503888,,
2015-12-24,10213.30922058341,10771.60023611615,,8006.604686352157,,
2015-12-27,,,7944.075134112423,,,
2015-12-28,10189.966995358976,10750.124168955652,,8161.243038337259,,
2015-12-29,10298.717930166926,10864.680749614876,,8198.519191118185,,
2015-12-30,10225.719102221288,10816.101973604593,,8148.81454033575,,
2015-12-31,10123.427453286127,10743.05618765949,,8031.458879988094,9653.515772042685,6570.941835005835
2016-01-03,,,7897.77212142562,,,
2016-01-04,9981.909146329035,10526.371864876726,,7806.404516251789,,
2016-01-05,9998.795680663774,10526.131441735708,,7925.142677692435,,
2016-01-06,9872.667496328859,10334.099893893923,,7901.671919271848,,
2016-01-07,9635.804845264298,10052.360344227516,,7883.72275812198,,
2016-01-08,9530.03684767797,9972.915627859255,,7705.615048899831,,
2016-01-10,,,7204.430784438602,,,
2016-01-11,9539.471880806188,9915.085934138124,,7908.576017635558,,
2016-01-12,9616.436873849445,9954.684236848685,,7949.995937206014,,
2016-01-13,9376.597576783679,9647.863682504289,,7694.570920236032,,
2016-01-14,9530.53115785329,9766.519489450584,,7937.570241571585,,
2016-01-15,9325.946062491419,9506.966436805416,,7799.50088494926,,
2016-01-17,,,6741.021359074895,,,
2016-01-19,9338.365830332803,9426.747668609214,,7934.809909997405,,
2016-01-20,9218.688843158714,9362.933260794196,,7773.268860832133,,
2016-01-21,9270.336167767802,9493.431652272624,,7701.472216232661,,
2016-01-22,9460.51796336659,9698.979494156636,,7970.706364052421,,
2016-01-24,,,6695.75634100872,,,
2016-01-25,9317.507738425802,9529.211731010022,,7814.689714524949,,
2016-01-26,9444.629036840226,9639.849062961932,,6695.75634100872,,
2016-01-27,9341.838584000876,9582.563395960417,,6695.75634100872,,
2016-01-28,9390.502971388345,9589.264126502037,,6695.75634100872,,
2016-01-29,9619.418912325289,9758.736405447373,,6689.060584667711,9653.515772042685,6570.941835005835
2016-01-31,,,6594.1290965839635,,,
2016-02-01,9615.940766182575,9811.726008642316,,6562.348925408691,,
2016-02-02,9442.639213698114,9587.728200045158,,6588.826517216957,,
2016-02-03,9499.250311213198,9616.37851237194,,6439.425155746991,,
2016-02-04,9514.14522491428,9649.282755132348,,6388.362367237291,,
2016-02-05,9332.900557285297,9364.798170581342,,6265.435940961029,,
2016-02-07,,,6106.046777084631,,,
2016-02-08,9207.272974346115,9133.331722973157,,6299.47602889112,,
2016-02-09,9207.767284521437,9042.875568229505,,6382.688724069549,,
2016-02-10,9199.821473139595,9073.396080625309,,6377.01463813271,,
2016-02-11,9080.149878440146,9078.844144281256,,6375.124899640442,,
2016-02-12,9267.354129291954,9253.607524537723,,6454.554132912487,,
2016-02-14,,,6438.708419996328,,,
2016-02-16,9423.77274242477,9470.488661230986,,6602.063984813808,,
2016-02-17,9577.70632349438,9718.83071090043,,6488.193514812703,,
2016-02-18,9538.480564218222,9657.180194681741,,6590.848643668268,,
2016-02-19,9534.00660775868,9692.667345587332,,6604.156068781936,,
2016-02-21,,,6760.473393927753,,,
2016-02-22,9672.053958539245,9835.707776358387,,6687.8013493649905,,
2016-02-23,9549.900926759685,9730.350968643921,,6645.978266304369,,
2016-02-24,9593.597946258064,9766.751224041509,,6661.186941906745,,
2016-02-25,9709.792293560573,9848.664534919595,,6775.248245387271,,
2016-02-26,9687.450372381836,9897.547461916112,,6820.872501118024,,
2016-02-28,,,7023.7553246193365,,,
2016-02-29,9611.473100943447,9874.789189049074,,6744.830894182517,9764.758468937802,6570.941835005835
2016-03-01,9837.41059838764,10065.015173705619,,7016.731569294717,,
2016-03-02,9881.600130569794,10174.388911178621,,7057.818134909594,,
2016-03-03,9920.335174653723,10263.493403939408,,7094.896843169883,,
2016-03-04,9952.611831610639,10330.715733678708,,7120.94986040385,,
2016-03-06,,,7071.852589378567,,,
2016-03-07,9960.556744246707,10460.11790475352,,7063.831087598963,,
2016-03-08,9851.810303167627,10300.460649239822,,6996.689949206801,,
2016-03-09,9900.470196826229,10346.093267349941,,7118.947098384044,,
2016-03-10,9908.416906953844,10303.005841613312,,7084.873699810952,,
2016-03-11,10068.310969992053,10514.973374460857,,7178.0701887520545,,
2016-03-13,,,7064.780736789188,,,
2016-03-14,10055.402284449989,10542.891405342334,,7237.196390206697,,
2016-03-15,10039.012756527889,10426.406316339151,,7185.085689108813,,
2016-03-16,10097.112177043577,10412.730349096008,,7288.302210322216,,
2016-03-17,10161.168484544769,10503.058296262347,,7287.299662654826,,
2016-03-18,10201.097063015655,10610.65850613975,,7280.284940069724,,
2016-03-20,,,7162.5118417108715,,,
2016-03-21,10215.5722624406,10674.284930687158,,7240.200144350579,,
2016-03-22,10210.080925765671,10659.343215122788,,7300.327337929295,,
2016-03-23,10142.698360157454,10460.624819513569,,7193.102959361306,,
2016-03-24,10138.207327528218,10522.704010830319,,7259.23999454276,,
2016-03-27,,,7084.816589021925,,,
2016-03-28,10144.19836685311,10535.908928112243,,7210.138491990365,,
2016-03-29,10238.032818061414,10716.84231254109,,7245.212882687532,,
2016-03-30,10282.956625540362,10710.952617471185,,7445.632972424967,,
2016-03-31,10257.997556669743,10767.067780035311,,7077.731772432903,9764.758468937802,6570.941835005835
2016-04-01,10327.875939290445,10796.905966997021,,7135.675613234479,,
2016-04-03,,,7205.080671812341,,,
2016-04-04,10294.430912828224,10734.125053387494,,7072.366820971423,,
2016-04-05,10191.616193852995,10673.11214883557,,6988.3122762529665,,
2016-04-06,10302.916870419824,10823.307185779731,,7178.358723166397,,
2016-04-07,10179.635013948984,10697.446646895485,,7051.383202322874,,
2016-04-08,10207.088102340542,10723.148524321206,,7089.177547990684,,
2016-04-10,,,7068.771862724931,,,
2016-04-11,10183.128438769845,10660.653635349996,,7105.034536181975,,
2016-04-12,10277.964092769618,10679.530526241157,,7191.354494873782,,
2016-04-13,10381.778217044768,10877.55330060226,,7330.252433283532,,
2016-04-14,10382.282413423594,10853.329282501632,,7400.953724788269,,
2016-04-15,10370.800936169546,10837.190350299683,,7462.235878893275,,
2016-04-17,,,7068.771862724931,,,
2016-04-18,10443.670344723827,10915.950558910168,,7575.02356819722,,
2016-04-19,10476.612972298768,10917.858919142198,,7486.200329338918,,
2016-04-20,10486.597139094478,10984.8411848239,,7546.8862261222885,,
2016-04-21,10430.196348090349,10930.591801084782,,7523.160096680868,,
2016-04-22,10430.196348090349,10981.065723305877,,7397.9728929911735,,
2016-04-24,,,10562.887591002276,,,
2016-04-25,10412.228622590315,10901.523802078293,,7465.931673703039,,
2016-04-26,10427.696936094771,10984.202423270475,,7354.813141050809,,
2016-04-27,10449.163478890305,10982.539839046194,,7231.891351334462,,
2016-04-28,10354.326027398985,10919.9283347717,,7177.404984338427,,
2016-04-29,10298.426736536363,10826.673228624304,,10552.324703411274,9764.758468937802,6570.941835005835
2016-05-01,,,10255.71919712706,,,
2016-05-02,10380.282704077981,10927.194573680044,,10622.022900514086,,
2016-05-03,10289.94257643631,10723.808377346642,,10527.231612223322,,
2016-05-04,10232.541481386485,10640.72754993929,,10527.231612223322,,
2016-05-05,10230.547164515507,10581.67829204937,,10516.0856927988,,
2016-05-06,10267.979925973908,10618.997757337924,,10474.26560572529,,
2016-05-08,,,9900.093374355087,,,
2016-05-09,10276.464984819737,10557.332819046123,,10546.746224309843,,
2016-05-10,10404.240570157132,10670.884570566488,,10608.084170169388,,
2016-05-11,10306.911795382193,10521.607411269582,,10510.506564357469,,
2016-05-12,10309.907315044638,10439.95466010911,,10541.172290587729,,
2016-05-13,10220.063295069835,10425.582478668084,,10599.718074866998,,
2016-05-15,,,9573.628660935608,,,
2016-05-16,10320.885494665632,10609.27504451866,,10736.324255512056,,
2016-05-17,10224.556125190615,10474.507888507866,,10488.203686730089,,
2016-05-18,10227.550746107287,10580.209556604403,,10559.08108509564,,
2016-05-19,10192.114997757182,10522.032966320448,,10447.018004741209,,
2016-05-20,10256.502942448727,10706.800447183978,,10449.823802459434,,
2016-05-22,,,9623.924506559382,,,
2016-05-23,10242.524749436423,10740.683266477072,,10500.25024059922,,
2016-05-24,10375.289272561466,10930.036438373108,,10828.033127286173,,
2016-05-25,10445.666459086357,11047.092954231863,,10867.254556070322,,
2016-05-26,10448.663776240348,11053.040508089052,,10830.833730285181,,
2016-05-27,10493.583988736204,11144.234667045275,,10923.282849548026,,
2016-05-29,,,9360.989406809163,,,
2016-05-31,10473.620148873646,11177.96046498574,,9360.989406809163,9291.054139491192,6570.941835005835
2016-06-01,10495.082197940314,11275.933443158967,,9360.989406809163,,
2016-06-02,10527.027217706878,11316.497042662048,,9360.989406809163,,
2016-06-03,10495.5810018445,11215.16359506288,,9351.628417402355,,
