ticker,signal,horizon,corr,pval,n,significant
GIBO,volume_surge,5,0.1507,0.0,4186,True
SUNE,roll_5d,3,-0.1504,0.0169,252,True
MBLY,roll_5d,3,0.1503,0.0258,220,True
MRNA,sent_momentum,5,-0.1502,0.0171,252,True
BILI,adaptive_sentiment,7,-0.1492,0.0116,286,True
BSY,roll_21d,3,0.1491,0.0032,390,True
MOBX,roll_21d,7,-0.1486,0.0021,426,True
SPCX,adaptive_sentiment,2,0.1486,0.0,907,True
PAA,roll_21d,21,0.1482,0.0348,203,True
FSLY,roll_3d,21,0.1478,0.0263,226,True
INSG,roll_21d,1,-0.1474,0.0327,210,True
BAND,sent_momentum,3,-0.1472,0.0161,267,True
FRGT,roll_3d,7,-0.147,0.0151,273,True
HOOD,sent_momentum,7,-0.1467,0.0312,216,True
JYNT,norm_sentiment,2,-0.1465,0.0314,216,True
DJT,adaptive_sentiment,21,0.1464,0.0003,606,True
BRTX,volume_surge,5,0.1463,0.0,4193,True
MSTR,adaptive_sentiment,3,-0.1461,0.0001,731,True
EXPO,roll_3d,5,-0.1459,0.0235,241,True
NXT,adaptive_sentiment,5,0.1459,0.0008,527,True
SDST,volume_surge,7,0.1451,0.0,4184,True
BIRD,roll_5d,5,-0.1448,0.0,1556,True
CERT,roll_7d,10,0.1443,0.0019,461,True
SSYS,adaptive_sentiment,10,0.1437,0.0236,248,True
WBD,roll_5d,21,0.1434,0.0125,303,True
SHOE,roll_5d,2,-0.1434,0.0125,303,True
ADSK,roll_7d,1,-0.143,0.0046,392,True
IMSR,volume_surge,3,0.1429,0.0,4191,True
DUO,roll_3d,7,-0.1428,0.0174,277,True
PONY,adaptive_sentiment,2,0.142,0.0,1173,True
FTNT,adaptive_sentiment,1,0.1418,0.0027,447,True
RCON,adaptive_sentiment,5,0.1418,0.0124,310,True
QCOM,sent_momentum,21,0.1417,0.0082,347,True
HALO,roll_3d,1,-0.1415,0.0308,233,True
KELYA,roll_5d,2,-0.1402,0.0162,294,True
AKAM,roll_7d,10,0.14,0.0239,260,True
BLLN,volume_surge,5,-0.1398,0.0,4193,True
STRL,roll_21d,3,-0.1392,0.0428,212,True
GRRR,roll_7d,1,0.1391,0.0184,287,True
AMRN,volume_surge,10,0.1391,0.0,4189,True
NVAX,roll_7d,5,0.1388,0.001,558,True
KTOS,adaptive_sentiment,3,-0.1384,0.0127,324,True
ACXP,volume_surge,1,0.1383,0.0,1836,True
EXC,adaptive_sentiment,2,-0.1382,0.0299,247,True
NAKA,roll_21d,2,-0.1378,0.0,1051,True
DASH,adaptive_sentiment,3,-0.1372,0.0,2807,True
NBIS,adaptive_sentiment,2,0.1367,0.0269,262,True
EQIX,adaptive_sentiment,10,-0.1362,0.0287,258,True
WATT,roll_5d,5,0.1361,0.0176,304,True
PTCT,roll_21d,21,-0.1359,0.0377,234,True
INTU,roll_7d,10,-0.1357,0.0056,416,True
ROP,adaptive_sentiment,1,-0.1354,0.0506,209,False
REG,roll_5d,5,-0.1354,0.0278,264,True
SWKS,roll_7d,3,-0.1354,0.0518,207,False
OMER,roll_21d,10,-0.1353,0.0315,253,True
NDLS,roll_21d,3,-0.1352,0.006,411,True
FBLG,volume_surge,21,-0.1351,0.0,4164,True
DARE,roll_5d,5,0.1345,0.0148,328,True
CME,adaptive_sentiment,10,-0.1343,0.0008,615,True
CHEF,roll_3d,1,0.134,0.0211,296,True
AVGO,roll_5d,7,0.1339,0.0002,753,True
AXON,roll_3d,7,-0.1339,0.0382,240,True
ROCK,roll_3d,7,-0.1336,0.0,1004,True
SNY,roll_21d,21,-0.1331,0.0131,347,True
DLTR,roll_7d,10,-0.1329,0.0303,266,True
RENT,sent_momentum,1,0.1328,0.0602,201,False
FCEL,roll_7d,3,-0.1328,0.0457,227,True
AAOI,roll_21d,21,-0.1325,0.0186,315,True
LI,adaptive_sentiment,7,-0.1324,0.0211,303,True
VRTX,roll_21d,7,0.1317,0.008,404,True
BLNK,adaptive_sentiment,10,0.1317,0.0069,420,True
CASS,roll_7d,10,-0.1317,0.0334,261,True
HELP,roll_21d,5,-0.1311,0.0237,298,True
LAKE,sent_momentum,10,-0.1311,0.0172,330,True
OKTA,roll_21d,21,-0.1309,0.0,2873,True
OUST,roll_7d,5,-0.1306,0.0253,293,True
FORTY,roll_7d,1,-0.1305,0.0471,232,True
TNXP,adaptive_sentiment,7,-0.1303,0.0113,377,True
SBUX,sent_momentum,2,-0.1303,0.0308,275,True
KMB,roll_21d,21,0.1301,0.058,213,False
LULU,roll_3d,21,-0.13,0.0369,258,True
MELI,roll_7d,3,0.1299,0.0463,236,True
DAIC,volume_surge,1,-0.1296,0.0129,367,True
TXMD,norm_sentiment,10,-0.1295,0.0622,208,False
ACMR,roll_3d,3,-0.1293,0.0151,353,True
TWIN,roll_3d,21,0.1291,0.0129,370,True
CETX,adaptive_sentiment,3,0.1284,0.0311,282,True
NVO,roll_5d,2,-0.128,0.0019,585,True
RELY,roll_5d,7,0.1278,0.0013,631,True
FISV,roll_21d,10,-0.1275,0.0524,232,False
KSCP,adaptive_sentiment,10,0.1274,0.036,271,True
CROX,roll_7d,2,0.1273,0.0649,211,False
TMUS,roll_7d,21,-0.1272,0.04,261,True
MCHP,roll_21d,10,0.1272,0.0658,210,False
LOGI,adaptive_sentiment,5,0.1272,0.0064,458,True
KDP,roll_21d,7,-0.1269,0.0552,229,False
IPST,roll_7d,5,0.1265,0.0,1097,True
WOK,roll_21d,7,-0.1257,0.0333,287,True
TGTX,roll_21d,1,0.1254,0.0154,373,True
RUBI,volume_surge,1,0.1253,0.0241,324,True
CYN,volume_surge,5,0.1252,0.0,4186,True
OFSSH,roll_21d,2,0.1252,0.0,2483,True
OLLI,roll_21d,21,-0.1245,0.0747,206,False
PLTR,roll_21d,5,-0.1244,0.0,3676,True
ALGN,roll_3d,3,0.1244,0.0579,233,False
KITT,volume_surge,5,0.1244,0.0,4186,True
DSGX,adaptive_sentiment,21,-0.1242,0.0371,282,True
INGN,volume_surge,1,-0.1239,0.0,4193,True
JAGX,adaptive_sentiment,1,0.1237,0.0065,483,True
NTES,adaptive_sentiment,10,-0.1235,0.0336,296,True
UPWK,roll_5d,21,0.1233,0.0093,444,True
FEED,sent_momentum,3,-0.123,0.0064,490,True
ZBIO,volume_surge,5,0.1228,0.0,4186,True
ARKR,adaptive_sentiment,1,-0.1228,0.0113,424,True
CHYM,adaptive_sentiment,3,-0.1227,0.0316,307,True
CRBP,roll_21d,3,0.1227,0.0032,576,True
PDD,adaptive_sentiment,10,0.1226,0.0233,342,True
CLDX,roll_21d,1,0.1221,0.085,200,False
FOX,roll_3d,21,-0.122,0.0015,672,True
EVAX,volume_surge,1,-0.122,0.0,1966,True
PARK,volume_surge,1,0.1218,0.0827,204,False
ETOR,roll_21d,2,0.1215,0.0,1830,True
FGL,roll_21d,10,0.1215,0.0,4175,True
BOLT,roll_5d,7,0.1214,0.0032,586,True
WKHS,roll_7d,21,-0.1214,0.0117,430,True
VS,sent_momentum,21,0.121,0.0409,286,True
FWRD,roll_21d,5,-0.1203,0.0104,453,True
GRPN,roll_5d,3,-0.1198,0.0463,277,True
RIME,adaptive_sentiment,10,-0.1194,0.0913,201,False
ROKU,roll_21d,2,0.1193,0.0,2544,True
HTO,roll_7d,7,-0.1191,0.0166,404,True
TNDM,adaptive_sentiment,10,0.1191,0.0476,277,True
BANR,roll_3d,3,0.1189,0.043,290,True
GAINZ,roll_21d,2,0.1185,0.0,1722,True
PFE,sent_momentum,5,-0.1184,0.0719,232,False
IBKR,norm_sentiment,10,-0.1183,0.0464,284,True
YORW,adaptive_sentiment,21,0.1177,0.0782,225,False
WASH,sent_momentum,2,-0.1173,0.0466,288,True
CART,roll_5d,2,-0.1173,0.064,250,False
QQQ,sent_momentum,1,0.1172,0.067,245,False
SHIP,sent_momentum,5,0.1171,0.002,695,True
CHAI,adaptive_sentiment,3,0.1171,0.0898,211,False
SEAT,adaptive_sentiment,2,0.117,0.0,2292,True
DCX,roll_3d,21,0.1168,0.019,403,True
MCRB,roll_21d,2,-0.1167,0.0681,245,False
UPST,roll_3d,2,-0.1163,0.0785,230,False
ALOT,roll_5d,2,-0.1163,0.0601,262,False
ANDE,roll_7d,21,-0.1162,0.0892,215,False
TXN,roll_7d,10,0.1162,0.0346,331,True
SATA,roll_7d,10,-0.1161,0.0455,297,True
AGNCN,norm_sentiment,21,-0.1156,0.0244,379,True
TEAM,roll_3d,5,0.115,0.015,447,True
BIDU,roll_5d,10,-0.115,0.0019,729,True
ACLS,roll_21d,21,0.1148,0.0946,213,False
TONX,roll_3d,3,-0.1147,0.0222,397,True
VIVO,roll_5d,7,0.1139,0.026,382,True
ROST,roll_21d,1,-0.1137,0.0462,308,True
FROG,roll_7d,10,0.1132,0.0239,398,True
LPCN,roll_21d,21,-0.113,0.0734,252,False
IBIT,adaptive_sentiment,3,0.113,0.0819,238,False
BKR,adaptive_sentiment,1,-0.1126,0.0618,276,False
HWKN,adaptive_sentiment,1,-0.1122,0.0608,280,False
CZR,adaptive_sentiment,2,0.1121,0.0201,430,True
SOFI,roll_3d,7,-0.112,0.0183,444,True
FANG,roll_5d,3,-0.1119,0.0479,313,True
PZZA,adaptive_sentiment,3,0.1117,0.0199,434,True
WEN,roll_3d,3,-0.1116,0.0454,322,True
ICON,norm_sentiment,2,0.1114,0.0505,309,False
BEAM,roll_3d,1,-0.1113,0.0711,264,False
DORM,adaptive_sentiment,7,-0.1113,0.0152,475,True
ZBRA,adaptive_sentiment,7,-0.1108,0.0177,458,True
CSTL,volume_surge,1,0.1108,0.0,2527,True
SBFG,sent_momentum,7,-0.1108,0.0936,230,False
GLRE,roll_7d,2,0.1106,0.0722,265,False
PBYI,roll_21d,7,0.1106,0.117,202,False
GILD,roll_3d,3,-0.1104,0.0569,298,False
MTCH,sent_momentum,7,-0.1097,0.0235,426,True
REVB,volume_surge,2,0.1097,0.0,4192,True
JNJ,roll_21d,21,-0.109,0.0111,542,True
CBFV,roll_21d,7,0.1089,0.0726,273,False
MNST,adaptive_sentiment,1,0.1084,0.0492,330,True
FIGR,roll_21d,3,0.1081,0.0,3589,True
PERI,roll_21d,2,0.108,0.0956,239,False
NTGR,roll_3d,1,-0.1076,0.0723,280,False
BNGO,adaptive_sentiment,1,0.1073,0.0783,270,False
SYNA,adaptive_sentiment,2,-0.1072,0.0536,325,False
AVAV,adaptive_sentiment,21,0.1072,0.0894,252,False
FRMM,roll_7d,21,-0.1067,0.0345,393,True
UAL,roll_3d,5,-0.1062,0.0469,351,True
TRUG,volume_surge,1,-0.1061,0.0,1666,True
TRI,roll_21d,7,-0.1061,0.0171,504,True
NTAP,roll_21d,1,-0.106,0.0287,426,True
MORN,roll_5d,2,0.106,0.0123,557,True
IRON,roll_5d,1,-0.1056,0.0071,648,True
EXEL,roll_21d,10,-0.1052,0.0708,296,False
NTLA,adaptive_sentiment,7,-0.1052,0.0936,255,False
FSLR,roll_3d,1,0.1051,0.1016,244,False
GTLB,sent_momentum,10,0.105,0.0743,290,False
NDRA,volume_surge,2,0.105,0.0,4192,True
DFLI,volume_surge,1,0.1048,0.0,1766,True
FLNT,roll_5d,5,0.1046,0.0633,316,False
SHPH,volume_surge,1,-0.1046,0.0001,1394,True
DAVE,adaptive_sentiment,10,-0.1043,0.0,1964,True
RCKY,volume_surge,21,0.1039,0.0,4164,True
MWH,adaptive_sentiment,7,0.1037,0.0529,349,False
FWONA,adaptive_sentiment,10,0.1036,0.0622,325,False
SRPT,roll_21d,10,-0.1035,0.0319,430,True
APP,adaptive_sentiment,10,-0.103,0.0318,435,True
COKE,roll_3d,7,-0.1028,0.0912,271,False
MDB,roll_5d,2,-0.1026,0.0,2552,True
MTLS,adaptive_sentiment,3,-0.1024,0.1222,229,False
CGC,roll_3d,7,0.1024,0.0376,413,True
RARE,sent_momentum,7,-0.1021,0.0082,669,True
DBX,sent_momentum,2,-0.102,0.0834,289,False
VALU,adaptive_sentiment,2,0.1015,0.0511,370,False
GCT,adaptive_sentiment,3,-0.1012,0.1157,243,False
NEGG,roll_21d,21,-0.1012,0.0578,352,False
LBTYA,roll_3d,5,0.101,0.0521,370,False
EDIT,norm_sentiment,3,0.1009,0.0821,298,False
QNTM,volume_surge,1,0.1007,0.0,2939,True
BYND,roll_3d,2,0.1005,0.0459,395,True
HCSG,norm_sentiment,7,-0.0996,0.0132,619,True
OTEX,adaptive_sentiment,21,-0.0996,0.1135,254,False
ZJYL,roll_5d,10,-0.0996,0.1231,241,False
FLYE,volume_surge,10,-0.0993,0.0,4179,True
WDC,roll_3d,7,-0.0992,0.0813,310,False
ACB,roll_3d,3,-0.0989,0.0761,323,False
VRRM,volume_surge,1,-0.0988,0.0,3380,True
ICLR,roll_21d,3,-0.0987,0.1298,237,False
EZRA,roll_3d,1,0.0987,0.1454,219,False
BOT,roll_21d,2,-0.0976,0.0,4152,True
PLRZ,volume_surge,7,-0.0975,0.0,4184,True
MU,norm_sentiment,10,-0.0975,0.124,250,False
TENX,adaptive_sentiment,3,0.0968,0.1562,216,False
STEP,sent_momentum,5,0.0968,0.0006,1242,True
CRWD,roll_21d,10,-0.0962,0.0,3678,True
CLSK,adaptive_sentiment,7,-0.096,0.0801,333,False
UXIN,adaptive_sentiment,21,0.0959,0.1562,220,False
RICK,roll_3d,2,0.0956,0.1227,262,False
ARBK,volume_surge,3,0.0953,0.0,4203,True
CNXN,roll_21d,10,0.0952,0.0572,400,False
APA,adaptive_sentiment,3,-0.095,0.0877,324,False
TBBK,adaptive_sentiment,21,0.0942,0.0852,335,False
NBIX,volume_surge,7,0.0938,0.0,4184,True
ADP,roll_7d,21,-0.0938,0.0742,363,False
MASK,norm_sentiment,5,-0.0932,0.1536,236,False
CSX,roll_21d,7,-0.0932,0.1752,213,False
PANW,roll_5d,5,0.0931,0.0,2006,True
TRIP,roll_7d,3,0.093,0.15,241,False
NSPR,norm_sentiment,7,-0.0928,0.0149,688,True
ABNB,norm_sentiment,10,-0.0927,0.0185,646,True
DKNG,roll_3d,3,-0.0924,0.1045,310,False
SBAC,adaptive_sentiment,10,-0.0918,0.0926,337,False
LOCO,roll_21d,7,0.0916,0.1303,274,False
INCY,sent_momentum,1,-0.0914,0.0122,751,True
SIRI,norm_sentiment,7,0.0913,0.1126,303,False
ABBV,adaptive_sentiment,10,-0.091,0.0417,501,True
OLED,roll_5d,10,0.0906,0.0151,718,True
EDRY,volume_surge,1,0.0905,0.0,2946,True
CETY,norm_sentiment,21,0.0905,0.1527,251,False
DJCO,adaptive_sentiment,21,-0.0903,0.0651,418,False
FLY,norm_sentiment,2,-0.0902,0.0342,551,True
STRD,volume_surge,1,0.0901,0.0779,384,False
EML,roll_3d,2,0.09,0.0743,394,False
EXPE,roll_5d,5,-0.0895,0.1828,223,False
CCTG,volume_surge,3,0.0895,0.0,4191,True
TLRY,roll_3d,3,0.0893,0.1519,259,False
DDOG,sent_momentum,21,0.0893,0.0015,1267,True
LIN,adaptive_sentiment,2,-0.0893,0.1017,337,False
STX,roll_5d,21,-0.0892,0.0672,422,False
TRNR,volume_surge,2,0.0891,0.0,4192,True
JSPR,volume_surge,2,-0.0891,0.0,4192,True
GOGO,roll_21d,3,-0.0888,0.0822,384,False
BIVI,volume_surge,7,-0.0881,0.0,4192,True
ARRY,norm_sentiment,3,0.088,0.1369,287,False
KIDZ,volume_surge,1,0.0877,0.0648,444,False
FOSL,norm_sentiment,7,-0.0876,0.0985,357,False
ON,roll_5d,21,0.0875,0.0327,596,True
FLNC,volume_surge,3,-0.0872,0.0,4191,True
LEE,norm_sentiment,5,0.0871,0.1698,250,False
GLIBA,volume_surge,10,0.0871,0.0,4179,True
TGL,adaptive_sentiment,2,-0.0867,0.0001,1957,True
MNTS,volume_surge,5,0.0866,0.0,4186,True
SEED,norm_sentiment,7,-0.0865,0.1033,356,False
LIF,adaptive_sentiment,3,-0.0864,0.1928,229,False
RAY,sent_momentum,2,0.0863,0.0331,610,True
WCT,volume_surge,1,0.0862,0.0305,631,True
HRTX,roll_21d,1,-0.0862,0.1022,361,False
CMCSA,roll_3d,21,-0.0862,0.031,626,True
LYFT,norm_sentiment,3,0.0861,0.0581,485,False
TER,adaptive_sentiment,5,0.0858,0.0621,473,False
CENT,roll_5d,21,-0.0856,0.0309,636,True
AMPL,adaptive_sentiment,21,0.0855,0.061,481,False
MRCY,roll_21d,7,0.0854,0.0004,1696,True
SOGP,sent_momentum,10,-0.0852,0.0134,842,True
HOLO,adaptive_sentiment,10,-0.085,0.1188,338,False
VRM,roll_21d,2,-0.085,0.0843,413,False
WDAY,roll_5d,10,0.085,0.141,301,False
WING,norm_sentiment,10,0.0848,0.1734,259,False
CAPS,norm_sentiment,1,-0.0845,0.1909,241,False
AMAT,roll_7d,7,-0.0843,0.091,403,False
HTHT,adaptive_sentiment,7,-0.0841,0.0955,394,False
ATOS,adaptive_sentiment,1,-0.0838,0.0535,531,False
PSNY,roll_21d,7,0.0837,0.128,332,False
ADV,norm_sentiment,1,-0.0837,0.1046,377,False
EA,roll_7d,21,0.0828,0.1797,264,False
BTDR,volume_surge,3,-0.0827,0.0,4198,True
PDFS,roll_5d,7,0.0825,0.0236,753,True
BZUN,adaptive_sentiment,7,-0.0823,0.1062,387,False
SDGR,roll_21d,5,0.0821,0.1693,282,False
HAS,adaptive_sentiment,3,-0.0817,0.0989,409,False
CBRL,volume_surge,7,-0.0816,0.0,4184,True
VERA,adaptive_sentiment,3,-0.0814,0.0629,523,False
AMGN,adaptive_sentiment,1,-0.0813,0.095,423,False
EGBN,volume_surge,1,0.0811,0.0,4193,True
ASML,roll_5d,2,0.081,0.0526,573,False
BYFC,volume_surge,1,0.0805,0.0,4201,True
EJH,volume_surge,1,-0.0805,0.0005,1868,True
LCID,roll_5d,5,-0.0798,0.0444,635,True
XHG,volume_surge,7,0.0796,0.0,4184,True
SION,volume_surge,1,0.0794,0.0754,503,False
OVLY,volume_surge,10,0.079,0.0,4179,True
CBRS,roll_7d,21,0.0789,0.2013,264,False
GVH,volume_surge,10,-0.0788,0.0,4179,True
LITS,adaptive_sentiment,7,0.0788,0.1706,304,False
COCO,roll_21d,21,-0.0787,0.1807,291,False
PM,roll_7d,21,-0.0785,0.0695,536,False
PTN,roll_21d,7,-0.0784,0.0756,515,False
TIL,roll_3d,1,0.0784,0.226,240,False
PRTA,volume_surge,7,0.078,0.0,4184,True
MCHPP,roll_21d,10,-0.0779,0.0014,1676,True
ACIW,adaptive_sentiment,10,0.0778,0.0821,501,False
CASY,volume_surge,1,-0.0777,0.0,4193,True
BULL,roll_7d,1,-0.0777,0.0271,809,True
PAYP,volume_surge,21,-0.0777,0.0,4164,True
DRUG,volume_surge,3,0.0775,0.0,4191,True
UFPT,volume_surge,10,-0.0775,0.0,4179,True
NXPI,roll_21d,7,-0.0773,0.1162,414,False
ARCT,volume_surge,2,0.0772,0.0,4204,True
FRSX,volume_surge,7,0.0768,0.0,4184,True
ATLCZ,volume_surge,3,0.0768,0.0,4198,True
